6492731,l
13807734,d
8237066,l
7185771,l
13707219,l
707077,d
3157468,l
7511237,l
4028989,l
16549291,d
2807978,d
10930367,d
12248157,d
15105960,d
16322196,l
4155346,l
14311925,l
2152843,d
3499641,l
8540655,l
7651178,d
3959100,l
8492200,l
4671840,l
6844458,l
16080361,d
3994832,d
6954131,l
8269679,l
3278506,l
11501070,l
1601419,l
9101906,d
13806234,d
15648774,d
4291073,l
16210009,d
8142518,l
12504082,d
9062854,l
15240894,l
6899843,l
3853402,d
1309494,d
77546,l
14421211,l
2782118,l
16017463,l
15270841,l
7519854,d
13275476,d
3569973,l
5832899,l
7125805,d
15384983,d
7514945,d
8612373,l
13007776,d
4086875,l
6007735,d
6531638,l
1254761,l
325375,d
1825207,d
4478361,l
7886368,l
84017,l
16223035,d
12397384,l
15054096,d
2135125,l
11101421,d
16112885,d
11951307,l
81643,l
15259921,d
5651815,l
4367916,l
983246,l
11468804,l
10408261,d
14755992,l
14431338,l
6671599,d
10896117,l
9115604,l
16318611,l
10689068,l
16594584,l
501256,l
3387815,l
2084281,l
12586867,l
12758934,d
7990577,d
7732384,d
2740345,d
13387683,l
5406899,l
57924,d
14671246,d
14891468,l
3973895,l
16203174,l
8856390,l
5242032,d
8252051,d
6428431,l
3951924,l
13174679,l
5300703,d
7538462,l
9535781,d
2337545,l
10232420,l
6840433,l
1652326,l
13617825,d
14455214,d
8458629,l
3406135,d
15035244,d
15237562,d
2154370,d
12463536,l
7315616,l
14332652,d
6634442,l
3771581,l
3364033,l
9901257,l
15344095,l
5081705,l
2073744,d
14172324,l
9872571,d
12192092,l
2879016,d
2798410,l
16521296,l
2803343,d
6606230,d
9251071,l
11086027,l
10754751,l
13250771,l
15719727,d
1430657,d
4209790,l
14092772,l
7740446,l
11006048,d
11489363,l
15162047,d
3987751,d
3373752,l
9811976,d
13401034,l
12174980,d
3328960,d
3142445,d
15424452,l
6401433,l
12712997,d
4803695,l
3710244,l
14529931,d
9328110,l
2976229,l
1668837,l
914479,d
6385411,l
15409884,d
4898763,d
8542581,l
15492011,d
15815610,l
4016000,l
5304850,d
576343,d
2274625,d
1142465,l
3908905,l
6528468,l
7604130,l
375865,l
9162581,d
15892455,d
8858919,l
9648831,l
11471748,l
12925042,l
4770767,l
2956773,l
13430212,d
14429908,d
39787,d
13644134,l
1425806,d
4454930,d
776382,d
12762523,d
7700835,l
6343685,d
6183433,l
7776421,l
9017571,l
16686493,d
16421692,d
16359491,d
2325967,l
14716703,l
13350380,d
7839601,l
2854844,l
8602010,l
10578437,l
4200894,l
13851173,l
10842302,l
4895978,d
3442565,l
16765240,d
10583257,d
14892183,l
3424973,l
3622062,l
8671390,l
2739097,d
9121075,l
2011268,l
7206027,d
2699495,l
10304550,l
4544433,l
7169594,l
12252207,d
4472141,l
5447022,l
1663779,l
4292422,l
14001418,d
4951247,l
440979,d
14041245,l
15552726,l
1833956,d
14249323,l
3119761,l
11771831,l
6978233,l
245489,d
16350056,l
138114,l
5662366,l
11523527,d
14572833,l
3582133,l
11511595,l
5300274,d
7058876,d
2964993,l
1774456,l
3127629,l
5094701,l
4945700,l
14323104,d
7680438,l
16494239,d
3630873,l
5664460,l
14832669,l
5937058,l
12453246,l
12597546,l
1027775,l
8453941,d
1016665,l
13147379,d
11991077,d
16231100,d
7367914,l
10473047,d
5889298,d
12426190,d
13815704,d
723863,l
1241595,d
11703489,d
14599259,d
15857134,d
13015836,l
6400802,l
14168100,l
13347144,l
13389564,l
10892448,l
3989015,d
14460417,l
3359222,l
3578951,l
4135156,l
12625473,l
14431030,l
3760253,l
12969798,d
3791329,d
11653838,d
7022774,l
12219627,d
9746379,d
10202947,l
2246551,l
380236,d
3899647,l
4377871,d
10495247,l
2398253,l
15006941,d
6388457,l
11667000,l
10102728,l
3179117,l
11545163,l
4121009,d
1488116,d
4393829,l
6872069,d
1949545,d
12425874,l
518094,d
9679196,d
4062213,d
4917650,l
4456618,l
15170004,d
211964,l
6420185,d
11651465,d
11358925,l
5584974,l
3139320,d
8800022,l
4517192,d
1378159,l
7346072,l
11223420,l
10047374,l
4879997,l
11596941,d
4106871,d
170590,l
7756157,l
7419721,l
13382543,l
12403463,l
6264471,l
683726,l
7607640,l
6041961,l
15345076,l
14325856,d
3983319,d
8700625,d
2450576,l
2912931,l
528592,l
12750506,l
15514451,d
10318485,l
10437292,l
3050780,l
2233056,l
15510759,d
13259162,l
12769522,d
13312377,l
39439,l
2921136,l
2285330,d
1658261,l
5828424,d
8949951,l
3257769,d
1686822,d
13497347,d
1408670,l
13233158,d
13852609,d
15999812,l
4022159,l
16563514,d
4488745,l
13392165,l
10630720,l
12519386,l
1621316,d
14633187,l
9034480,d
6533473,d
5131093,l
573116,d
10115394,l
9023277,d
7874826,l
12183019,d
2121358,l
6342288,d
200458,l
9805366,d
3893891,l
10965669,l
2522214,l
11068971,d
10709131,l
6075830,l
5707953,l
3123555,l
2102566,l
800298,l
7548388,l
14691953,l
32432,l
1806179,l
14514648,d
3992031,d
16324140,l
14652026,l
14064691,d
9911699,l
589344,d
13276690,d
6633160,l
11073046,d
1481136,l
1860132,l
2742046,d
2362728,l
11332946,d
6271661,l
2189700,l
14617970,l
13034407,d
11327050,d
7521231,d
2347868,d
11317590,d
11430641,l
7479048,l
15246806,d
5155536,l
12582505,d
9600542,l
2893326,l
5156129,l
14483700,l
14844318,l
11058830,d
12066734,l
13509575,l
15275260,l
14134208,d
7602342,l
16669333,l
10590528,l
13479374,d
13272121,l
11363733,l
11560825,l
3839992,l
6198716,l
4604022,l
13321158,l
13335848,l
5312459,l
1125538,l
5137078,l
7826171,l
8435574,d
873469,l
5608619,l
561622,d
13798812,d
7070596,d
3123886,d
10123315,l
2581089,l
512128,d
12139220,l
9564362,d
14828967,l
2569469,l
10240615,l
10056306,l
633784,l
9918964,l
2108040,l
11519389,d
15037398,l
2189941,l
15616105,l
276167,l
6985901,l
6610177,d
16515701,l
6988681,l
4018222,l
4118181,d
12179426,d
10827954,l
6101960,l
8146137,l
10419577,d
14615930,l
4813801,l
2627235,l
11281567,l
12035140,l
5853241,l
1719689,l
13740292,d
8624658,l
15254168,d
12568491,d
4532953,l
15058993,d
8479731,l
16764087,d
8016025,l
5043940,d
8159860,l
5021984,l
11104863,l
4931660,l
6839339,l
12486502,l
15552337,l
16117977,d
16592994,l
5648682,l
9707491,l
14968387,l
10339860,d
12696972,d
16081213,d
7366256,l
5619665,d
15757907,l
1942561,l
13977022,l
2863378,l
11322914,d
15505869,d
12449240,d
2653083,l
2148167,d
6228167,l
8001314,l
7977715,d
7860417,d
10367444,l
9026177,d
3156475,l
14047880,l
69808,l
14464879,d
9127574,l
12053186,d
6394529,l
4083485,l
14844788,d
10927541,d
16577749,d
5393809,l
16580261,d
963683,l
2981250,l
10888305,l
2691689,l
14643989,l
3095089,l
16701337,d
1397375,l
5445669,l
5051914,l
10841250,l
6415370,d
11423018,l
10367454,l
9437813,l
11323413,d
12371009,d
13933982,d
12808422,l
10526197,l
14994178,d
1345651,l
6754578,l
11970603,l
2743395,d
6206182,d
3838013,l
10928918,d
5723097,l
13956078,d
14986385,d
9474496,l
14502102,l
9126346,l
14070412,d
6493611,l
8316238,d
13313969,l
5007188,l
13189881,l
7419424,l
2579624,l
12344854,l
4865791,l
8207730,l
9307775,l
9776344,l
9803211,l
15633580,l
8103941,d
15071594,d
15490224,d
3940414,l
10097691,l
13018612,d
13990843,l
10827887,l
16334230,l
8240454,d
12103911,d
5073343,l
15946058,l
1477160,l
13552590,d
16557762,d
9912804,l
12333226,l
6585863,l
11820501,l
13427715,d
6764513,l
13245797,l
11532695,d
964078,d
7784730,d
15705712,d
8599493,l
14269098,d
10958684,l
16065084,l
3242530,l
3095443,l
4373178,d
11441649,d
10692375,l
3703258,l
633793,d
773487,d
15295949,l
1177459,d
6699837,l
5438990,d
11583581,d
7837706,l
12921661,l
4932638,l
643775,d
10842821,l
16703231,d
14728784,d
4831849,d
2112922,l
15979698,d
13448002,l
11314118,d
3437472,l
5503343,d
6025241,d
10547040,d
14034372,l
9845248,l
8102478,d
15778121,d
1137555,l
4021595,l
9800075,l
10949070,l
9464578,l
3903266,l
8060176,d
4936142,l
7708753,l
4241412,d
15878809,l
11923761,d
8468557,l
16702283,d
4850325,l
2952235,l
13903172,l
15728743,l
4419459,l
2716892,l
15323183,d
1146368,l
14697449,l
12618533,l
4889930,l
10369607,l
8184736,d
10809848,d
5802415,l
8579331,d
7733642,l
301955,l
1725825,l
4926948,l
14459610,d
7171277,l
117383,d
11233071,l
3514530,d
12406474,l
3345694,l
9423854,d
16684779,d
12845910,l
1606816,l
5904668,l
721283,l
3726904,d
10144008,d
3207488,d
4567833,d
10851190,d
8956689,l
15360223,d
9135583,l
13034814,d
3055480,l
1301989,d
8821230,l
3928356,d
11186499,d
3454871,d
1115445,l
588790,d
1616236,d
14146866,d
3536838,d
5686713,d
10718300,l
13889157,d
8110211,d
13279988,d
16763349,d
10318201,l
385901,d
13544145,d
5875297,l
4607077,l
13108488,l
9497098,d
5320428,l
7793419,d
15879887,d
4849351,d
12687074,d
12806019,l
12126741,l
15106600,l
3075842,d
16142509,d
1891229,d
14138960,d
9368828,d
14280165,d
2104664,l
3028156,l
8569435,d
